treatment,id,game,period,choice,other.choice
D5R40,47,67,3,c,d
D5R40,47,68,1,d,d
D5R40,47,68,2,c,d
D5R40,47,69,1,d,c
D5R40,47,69,2,c,d
D5R40,47,69,3,c,c
D5R40,47,69,4,c,c
D5R40,47,70,1,d,c
D5R40,47,70,2,c,d
D5R40,47,71,1,d,c
D5R40,47,72,1,d,d
D5R40,47,72,2,c,d
D5R40,47,72,3,c,c
D5R40,48,59,1,d,d
D5R40,48,59,2,d,d
D5R40,48,59,3,d,d
D5R40,48,60,1,c,d
D5R40,48,60,2,d,c
D5R40,48,60,3,d,d
D5R40,48,61,1,c,d
D5R40,48,61,2,c,d
D5R40,48,61,3,d,d
D5R40,48,62,1,d,d
D5R40,48,63,1,d,c
D5R40,48,63,2,c,d
D5R40,48,63,3,d,c
D5R40,48,63,4,c,d
D5R40,48,64,1,c,d
D5R40,48,65,1,c,d
D5R40,48,65,2,c,c
D5R40,48,66,1,c,d
D5R40,48,66,2,d,d
D5R40,48,66,3,d,d
D5R40,48,66,4,d,d
D5R40,48,66,5,d,d
D5R40,48,67,1,c,d
D5R40,48,67,2,d,d
D5R40,48,67,3,d,d
D5R40,48,68,1,d,c
D5R40,48,68,2,c,d
D5R40,48,69,1,d,d
D5R40,48,69,2,d,d
D5R40,48,69,3,d,d
D5R40,48,69,4,d,d
D5R40,48,70,1,c,d
D5R40,48,70,2,d,c
D5R40,48,71,1,c,d
D5R40,48,72,1,d,c
D5R40,48,72,2,c,c
D5R40,48,72,3,c,c
D5R40,49,59,1,d,d
D5R40,49,59,2,d,d
D5R40,49,59,3,d,d
D5R40,49,60,1,d,d
D5R40,49,60,2,d,d
D5R40,49,60,3,d,d
D5R40,49,61,1,d,d
D5R40,49,61,2,d,c
D5R40,49,61,3,c,d
D5R40,49,62,1,d,d
D5R40,49,63,1,d,d
D5R40,49,63,2,d,d
D5R40,49,63,3,d,c
D5R40,49,63,4,c,d
D5R40,49,64,1,d,d
D5R40,49,65,1,d,d
D5R40,49,65,2,d,d
D5R40,49,66,1,d,d
D5R40,49,66,2,c,c
D5R40,49,66,3,c,c
D5R40,49,66,4,c,d
D5R40,49,66,5,c,c
D5R40,49,67,1,c,d
D5R40,49,67,2,d,c
D5R40,49,67,3,c,d
D5R40,49,68,1,c,d
D5R40,49,68,2,d,c
D5R40,49,69,1,c,d
D5R40,49,69,2,d,d
D5R40,49,69,3,d,d
D5R40,49,69,4,d,d
D5R40,49,70,1,c,d
D5R40,49,70,2,d,c
D5R40,49,71,1,c,d
D5R40,49,72,1,d,d
D5R40,49,72,2,d,d
D5R40,49,72,3,c,d
D5R40,50,59,1,d,c
D5R40,50,59,2,d,d
D5R40,50,59,3,d,d
D5R40,50,60,1,d,d
D5R40,50,60,2,d,d
D5R40,50,60,3,d,d
D5R40,50,61,1,d,d
D5R40,50,61,2,d,d
D5R40,50,61,3,d,d
D5R40,50,62,1,d,d
D5R40,50,63,1,d,d
D5R40,50,63,2,d,c
D5R40,50,63,3,d,c
D5R40,50,63,4,d,d
D5R40,50,64,1,d,d
D5R40,50,65,1,d,d
D5R40,50,65,2,d,d
D5R40,50,66,1,d,d
D5R40,50,66,2,d,d
D5R40,50,66,3,d,d
D5R40,50,66,4,d,d
D5R40,50,66,5,d,d
D5R40,50,67,1,d,d
D5R40,50,67,2,d,d
D5R40,50,67,3,d,d
D5R40,50,68,1,d,d
D5R40,50,68,2,d,d
D5R40,50,69,1,d,d
D5R40,50,69,2,d,d
D5R40,50,69,3,d,d
D5R40,50,69,4,d,d
D5R40,50,70,1,d,d
D5R40,50,70,2,d,d
D5R40,50,71,1,d,d
D5R40,50,72,1,d,d
D5R40,50,72,2,d,d
D5R40,50,72,3,d,c
D5R40,51,59,1,d,d
D5R40,51,59,2,d,d
D5R40,51,59,3,d,d
D5R40,51,60,1,d,d
D5R40,51,60,2,c,d
D5R40,51,60,3,d,c
D5R40,51,61,1,d,d
D5R40,51,61,2,d,d
D5R40,51,61,3,d,d
D5R40,51,62,1,c,d
D5R40,51,63,1,d,d
D5R40,51,63,2,d,d
D5R40,51,63,3,d,d
D5R40,51,63,4,d,d
D5R40,51,64,1,d,d
D5R40,51,65,1,d,d
D5R40,51,65,2,d,c
D5R40,51,66,1,d,d
D5R40,51,66,2,d,d
D5R40,51,66,3,d,d
D5R40,51,66,4,d,d
D5R40,51,66,5,d,d
D5R40,51,67,1,d,d
D5R40,51,67,2,d,d
D5R40,51,67,3,d,d
D5R40,51,68,1,d,c
D5R40,51,68,2,c,d
D5R40,51,69,1,c,d
D5R40,51,69,2,c,c
D5R40,51,69,3,c,d
D5R40,51,69,4,d,c
D5R40,51,70,1,d,c
D5R40,51,70,2,c,d
D5R40,51,71,1,d,c
D5R40,51,72,1,d,d
D5R40,51,72,2,d,d
D5R40,51,72,3,d,d
D5R40,52,59,1,c,d
D5R40,52,59,2,d,d
D5R40,52,59,3,d,d
D5R40,52,60,1,c,d
D5R40,52,60,2,d,d
D5R40,52,60,3,d,d
D5R40,52,61,1,d,d
D5R40,52,61,2,d,c
D5R40,52,61,3,c,d
D5R40,52,62,1,d,d
D5R40,52,63,1,c,d
D5R40,52,63,2,d,c
D5R40,52,63,3,c,d
D5R40,52,63,4,d,c
D5R40,52,64,1,c,d
D5R40,52,65,1,d,d
D5R40,52,65,2,c,d
D5R40,52,66,1,d,d
D5R40,52,66,2,c,c
D5R40,52,66,3,c,c
D5R40,52,66,4,d,c
D5R40,52,66,5,c,c
D5R40,52,67,1,c,d
D5R40,52,67,2,d,d
D5R40,52,67,3,d,d
D5R40,52,68,1,c,d
D5R40,52,68,2,d,c
D5R40,52,69,1,c,d
D5R40,52,69,2,d,c
D5R40,52,69,3,c,c
D5R40,52,69,4,c,c
D5R40,52,70,1,c,d
D5R40,52,70,2,d,d
D5R40,52,71,1,c,d
D5R40,52,72,1,d,d
D5R40,52,72,2,d,c
D5R40,52,72,3,c,c
D5R40,53,59,1,d,d
D5R40,53,59,2,d,d
D5R40,53,59,3,d,d
D5R40,53,60,1,d,d
D5R40,53,60,2,d,d
D5R40,53,60,3,d,d
D5R40,53,61,1,d,d
D5R40,53,61,2,d,d
D5R40,53,61,3,d,d
D5R40,53,62,1,d,d
D5R40,53,63,1,d,d
D5R40,53,63,2,d,d
D5R40,53,63,3,d,d
D5R40,53,63,4,d,d
D5R40,53,64,1,d,d
D5R40,53,65,1,d,d
D5R40,53,65,2,d,d
D5R40,53,66,1,d,d
D5R40,53,66,2,d,d
D5R40,53,66,3,d,d
D5R40,53,66,4,d,d
D5R40,53,66,5,d,d
D5R40,53,67,1,d,d
D5R40,53,67,2,d,d
D5R40,53,67,3,d,d
D5R40,53,68,1,d,d
D5R40,53,68,2,d,d
D5R40,53,69,1,d,d
D5R40,53,69,2,d,d
D5R40,53,69,3,d,d
D5R40,53,69,4,d,d
D5R40,53,70,1,d,d
D5R40,53,70,2,d,d
D5R40,53,71,1,d,d
D5R40,53,72,1,d,d
D5R40,53,72,2,d,d
D5R40,53,72,3,d,c
D5R40,54,59,1,d,d
D5R40,54,59,2,d,d
D5R40,54,59,3,d,c
D5R40,54,60,1,d,c
D5R40,54,60,2,c,d
D5R40,54,60,3,d,d
D5R40,54,61,1,d,d
D5R40,54,61,2,d,d
D5R40,54,61,3,d,d
D5R40,54,62,1,d,d
D5R40,54,63,1,d,d
D5R40,54,63,2,d,d
D5R40,54,63,3,d,d
D5R40,54,63,4,d,d
D5R40,54,64,1,d,d
D5R40,54,65,1,d,d
D5R40,54,65,2,d,d
D5R40,54,66,1,d,d
D5R40,54,66,2,d,c
D5R40,54,66,3,c,d
D5R40,54,66,4,d,c
D5R40,54,66,5,c,d
D5R40,54,67,1,d,c
D5R40,54,67,2,d,d
D5R40,54,67,3,d,d
D5R40,54,68,1,d,d
D5R40,54,68,2,d,d
D5R40,54,69,1,d,d
D5R40,54,69,2,d,d
D5R40,54,69,3,d,d
D5R40,54,69,4,d,d
D5R40,54,70,1,d,d
D5R40,54,70,2,c,c
D5R40,54,71,1,d,c
D5R40,54,72,1,d,d
D5R40,54,72,2,d,d
D5R40,54,72,3,c,d
D5R40,55,59,1,d,d
D5R40,55,59,2,d,d
D5R40,55,59,3,d,d
D5R40,55,60,1,d,d
D5R40,55,60,2,d,d
D5R40,55,60,3,d,d
D5R40,55,61,1,d,d
D5R40,55,61,2,c,d
D5R40,55,61,3,d,c
D5R40,55,62,1,d,c
D5R40,55,63,1,d,d
D5R40,55,63,2,d,d
D5R40,55,63,3,d,d
D5R40,55,63,4,d,d
D5R40,55,64,1,d,d
D5R40,55,65,1,d,d
D5R40,55,65,2,d,d
D5R40,55,66,1,d,d
D5R40,55,66,2,d,d
D5R40,55,66,3,d,d
D5R40,55,66,4,d,d
D5R40,55,66,5,d,d
D5R40,55,67,1,d,d
D5R40,55,67,2,d,c
D5R40,55,67,3,d,c
D5R40,55,68,1,d,c
D5R40,55,68,2,d,d
D5R40,55,69,1,d,d
D5R40,55,69,2,d,d
D5R40,55,69,3,d,d
D5R40,55,69,4,d,d
D5R40,55,70,1,d,d
D5R40,55,70,2,d,d
D5R40,55,71,1,d,c
D5R40,55,72,1,d,d
D5R40,55,72,2,d,d
D5R40,55,72,3,d,d
D5R40,56,59,1,d,d
D5R40,56,59,2,d,d
D5R40,56,59,3,d,d
D5R40,56,60,1,d,c
D5R40,56,60,2,d,d
D5R40,56,60,3,d,d
D5R40,56,61,1,d,c
D5R40,56,61,2,d,c
D5R40,56,61,3,d,d
D5R40,56,62,1,d,d
D5R40,56,63,1,d,d
D5R40,56,63,2,d,d
D5R40,56,63,3,d,d
D5R40,56,63,4,d,d
D5R40,56,64,1,d,c
D5R40,56,65,1,d,d
D5R40,56,65,2,d,d
D5R40,56,66,1,d,d
D5R40,56,66,2,d,d
D5R40,56,66,3,d,d
D5R40,56,66,4,d,d
D5R40,56,66,5,d,d
D5R40,56,67,1,d,d
D5R40,56,67,2,d,d
D5R40,56,67,3,d,d
D5R40,56,68,1,d,d
D5R40,56,68,2,d,d
D5R40,56,69,1,d,d
D5R40,56,69,2,d,d
D5R40,56,69,3,d,c
D5R40,56,69,4,d,c
D5R40,56,70,1,d,c
D5R40,56,70,2,d,d
D5R40,56,71,1,d,d
D5R40,56,72,1,d,c
D5R40,56,72,2,d,c
D5R40,56,72,3,d,d
D5R40,57,59,1,d,d
D5R40,57,59,2,d,d
D5R40,57,59,3,c,d
D5R40,57,60,1,d,d
D5R40,57,60,2,d,d
D5R40,57,60,3,d,d
D5R40,57,61,1,d,d
D5R40,57,61,2,d,d
D5R40,57,61,3,d,d
D5R40,57,62,1,d,d
D5R40,57,63,1,d,d
D5R40,57,63,2,d,d
D5R40,57,63,3,d,d
D5R40,57,63,4,d,d
D5R40,57,64,1,d,d
D5R40,57,65,1,d,d
D5R40,57,65,2,d,d
D5R40,57,66,1,d,d
D5R40,57,66,2,d,d
D5R40,57,66,3,d,d
D5R40,57,66,4,d,d
D5R40,57,66,5,d,d
D5R40,57,67,1,d,d
D5R40,57,67,2,d,d
D5R40,57,67,3,d,d
D5R40,57,68,1,d,d
D5R40,57,68,2,d,d
D5R40,57,69,1,d,d
D5R40,57,69,2,d,d
D5R40,57,69,3,d,d
D5R40,57,69,4,d,d
D5R40,57,70,1,d,c
D5R40,57,70,2,c,d
D5R40,57,71,1,d,d
D5R40,57,72,1,d,d
D5R40,57,72,2,d,d
D5R40,57,72,3,c,d
D5R40,58,59,1,d,d
D5R40,58,59,2,d,c
D5R40,58,59,3,c,c
D5R40,58,60,1,d,d
D5R40,58,60,2,d,d
D5R40,58,60,3,d,d
D5R40,58,61,1,d,d
D5R40,58,61,2,d,d
D5R40,58,61,3,d,d
D5R40,58,62,1,d,d
D5R40,58,63,1,d,d
D5R40,58,63,2,d,d
D5R40,58,63,3,d,d
D5R40,58,63,4,d,d
D5R40,58,64,1,d,d
D5R40,58,65,1,d,d
D5R40,58,65,2,d,c
D5R40,58,66,1,d,d
D5R40,58,66,2,d,c
D5R40,58,66,3,d,c
D5R40,58,66,4,d,d
D5R40,58,66,5,d,d
D5R40,58,67,1,d,d
D5R40,58,67,2,d,d
D5R40,58,67,3,d,d
D5R40,58,68,1,d,d
D5R40,58,68,2,d,c
D5R40,58,69,1,d,d
D5R40,58,69,2,d,d
D5R40,58,69,3,c,d
D5R40,58,69,4,c,d
D5R40,58,70,1,c,d
D5R40,58,70,2,d,c
D5R40,58,71,1,c,d
D5R40,58,72,1,c,d
D5R40,58,72,2,c,c
D5R40,58,72,3,c,c
D5R40,59,56,1,d,d
D5R40,59,56,2,d,d
D5R40,59,56,3,d,d
D5R40,59,56,4,d,d
D5R40,59,56,5,d,d
D5R40,59,57,1,d,c
D5R40,59,58,1,d,c
D5R40,59,59,1,d,c
D5R40,59,60,1,d,d
D5R40,59,60,2,d,d
D5R40,59,60,3,d,d
D5R40,59,61,1,d,d
D5R40,59,62,1,d,d
D5R40,59,63,1,d,d
D5R40,59,63,2,d,d
D5R40,59,64,1,d,d
D5R40,59,64,2,d,d
D5R40,59,64,3,d,d
D5R40,59,65,1,d,d
D5R40,59,66,1,d,c
D5R40,59,66,2,d,d
D5R40,59,67,1,d,c
D5R40,59,68,1,d,c
D5R40,59,68,2,d,d
D5R40,59,68,3,d,c
D5R40,59,69,1,d,c
D5R40,59,70,1,d,c
D5R40,59,70,2,d,d
D5R40,59,71,1,d,d
D5R40,59,71,2,d,d
D5R40,59,71,3,d,d
D5R40,60,56,1,c,c
D5R40,60,56,2,c,c
D5R40,60,56,3,c,c
D5R40,60,56,4,c,c
D5R40,60,56,5,d,c
D5R40,60,57,1,c,c
D5R40,60,58,1,c,d
D5R40,60,59,1,c,d
D5R40,60,60,1,d,d
D5R40,60,60,2,d,d
D5R40,60,60,3,d,d
D5R40,60,61,1,c,d
D5R40,60,62,1,d,c
D5R40,60,63,1,d,d
D5R40,60,63,2,d,d
D5R40,60,64,1,d,c
D5R40,60,64,2,c,d
D5R40,60,64,3,c,d
D5R40,60,65,1,d,d
D5R40,60,66,1,d,d
D5R40,60,66,2,d,d
D5R40,60,67,1,d,d
D5R40,60,68,1,d,c
D5R40,60,68,2,d,d
D5R40,60,68,3,d,d
D5R40,60,69,1,d,c
D5R40,60,70,1,d,d
D5R40,60,70,2,d,d
D5R40,60,71,1,d,d
D5R40,60,71,2,d,d
D5R40,60,71,3,d,d
D5R40,61,56,1,c,d
D5R40,61,56,2,c,d
D5R40,61,56,3,d,d
D5R40,61,56,4,d,d
D5R40,61,56,5,d,d
D5R40,61,57,1,c,d
D5R40,61,58,1,c,d
D5R40,61,59,1,c,c
D5R40,61,60,1,c,d
D5R40,61,60,2,c,c
D5R40,61,60,3,c,c
D5R40,61,61,1,c,d
D5R40,61,62,1,c,d
D5R40,61,63,1,c,d
D5R40,61,63,2,d,d
D5R40,61,64,1,c,d
D5R40,61,64,2,d,c
D5R40,61,64,3,c,c
D5R40,61,65,1,c,d
D5R40,61,66,1,c,d
D5R40,61,66,2,d,d
D5R40,61,67,1,c,d
D5R40,61,68,1,c,d
D5R40,61,68,2,d,d
D5R40,61,68,3,c,d
D5R40,61,69,1,c,d
D5R40,61,70,1,c,d
D5R40,61,70,2,d,d
D5R40,61,71,1,c,d
D5R40,61,71,2,d,d
D5R40,61,71,3,d,d
D5R40,62,56,1,c,d
D5R40,62,56,2,d,d
D5R40,62,56,3,d,d
D5R40,62,56,4,d,d
D5R40,62,56,5,d,d
D5R40,62,57,1,c,c
D5R40,62,58,1,c,d
D5R40,62,59,1,d,c
D5R40,62,60,1,d,c
D5R40,62,60,2,c,c
D5R40,62,60,3,c,c
D5R40,62,61,1,c,c
D5R40,62,62,1,c,d
D5R40,62,63,1,d,d
D5R40,62,63,2,d,d
D5R40,62,64,1,d,c
D5R40,62,64,2,c,d
D5R40,62,64,3,c,c
D5R40,62,65,1,d,d
D5R40,62,66,1,c,c
D5R40,62,66,2,c,c
D5R40,62,67,1,c,d
D5R40,62,68,1,d,d
D5R40,62,68,2,d,d
D5R40,62,68,3,d,d
D5R40,62,69,1,c,c
D5R40,62,70,1,c,d
D5R40,62,70,2,d,d
D5R40,62,71,1,d,c
D5R40,62,71,2,c,d
D5R40,62,71,3,d,d
D5R40,63,56,1,d,c
D5R40,63,56,2,d,d
D5R40,63,56,3,d,d
D5R40,63,56,4,d,d
D5R40,63,56,5,d,d
D5R40,63,57,1,d,d
D5R40,63,58,1,d,c
D5R40,63,59,1,d,d
D5R40,63,60,1,d,d
D5R40,63,60,2,d,d
D5R40,63,60,3,d,d
D5R40,63,61,1,d,c
D5R40,63,62,1,d,d
D5R40,63,63,1,d,d
D5R40,63,63,2,d,d
D5R40,63,64,1,d,c
D5R40,63,64,2,d,d
D5R40,63,64,3,d,d
D5R40,63,65,1,d,d
D5R40,63,66,1,d,d
D5R40,63,66,2,d,d
D5R40,63,67,1,d,d
D5R40,63,68,1,d,d
D5R40,63,68,2,d,d
D5R40,63,68,3,d,d
D5R40,63,69,1,d,d
D5R40,63,70,1,d,c
D5R40,63,70,2,d,d
D5R40,63,71,1,d,d
D5R40,63,71,2,d,d
D5R40,63,71,3,d,d
D5R40,64,56,1,c,c
D5R40,64,56,2,c,c
D5R40,64,56,3,c,c
D5R40,64,56,4,c,c
D5R40,64,56,5,c,d
D5R40,64,57,1,d,c
D5R40,64,58,1,d,d
D5R40,64,59,1,d,d
D5R40,64,60,1,c,c
D5R40,64,60,2,c,c
D5R40,64,60,3,d,c
D5R40,64,61,1,d,c
D5R40,64,62,1,d,d
D5R40,64,63,1,d,d
D5R40,64,63,2,d,d
D5R40,64,64,1,c,d
D5R40,64,64,2,d,d
D5R40,64,64,3,d,d
D5R40,64,65,1,d,d
D5R40,64,66,1,c,d
D5R40,64,66,2,d,d
D5R40,64,67,1,d,d
D5R40,64,68,1,c,d
D5R40,64,68,2,d,d
D5R40,64,68,3,d,d
D5R40,64,69,1,c,c
D5R40,64,70,1,d,c
D5R40,64,70,2,d,d
D5R40,64,71,1,d,c
D5R40,64,71,2,d,d
D5R40,64,71,3,d,d
D5R40,65,56,1,d,c
D5R40,65,56,2,d,d
D5R40,65,56,3,d,d
D5R40,65,56,4,d,d
D5R40,65,56,5,d,d
D5R40,65,57,1,c,d
D5R40,65,58,1,d,d
D5R40,65,59,1,d,d
D5R40,65,60,1,d,d
D5R40,65,60,2,d,d
D5R40,65,60,3,d,d
D5R40,65,61,1,d,d
D5R40,65,62,1,d,d
D5R40,65,63,1,d,d
D5R40,65,63,2,c,d
D5R40,65,64,1,d,d
D5R40,65,64,2,d,d
D5R40,65,64,3,d,d
D5R40,65,65,1,d,d
D5R40,65,66,1,d,d
D5R40,65,66,2,d,d
D5R40,65,67,1,d,d
D5R40,65,68,1,d,d
D5R40,65,68,2,c,d
D5R40,65,68,3,d,d
D5R40,65,69,1,c,c
D5R40,65,70,1,c,d
D5R40,65,70,2,d,d
D5R40,65,71,1,c,d
D5R40,65,71,2,d,d
D5R40,65,71,3,d,d
D5R40,66,56,1,d,c
D5R40,66,56,2,d,c
D5R40,66,56,3,d,d
D5R40,66,56,4,d,d
D5R40,66,56,5,d,d
D5R40,66,57,1,d,d
D5R40,66,58,1,d,d
D5R40,66,59,1,d,d
D5R40,66,60,1,d,d
D5R40,66,60,2,d,d
D5R40,66,60,3,d,d
D5R40,66,61,1,d,c
D5R40,66,62,1,d,d
D5R40,66,63,1,d,d
D5R40,66,63,2,d,d
D5R40,66,64,1,d,d
D5R40,66,64,2,d,d
D5R40,66,64,3,d,d
D5R40,66,65,1,d,d
D5R40,66,66,1,d,c
D5R40,66,66,2,d,d
D5R40,66,67,1,d,c
D5R40,66,68,1,d,d
D5R40,66,68,2,d,d
D5R40,66,68,3,d,d
D5R40,66,69,1,d,c
D5R40,66,70,1,d,d
D5R40,66,70,2,d,d
D5R40,66,71,1,d,d
D5R40,66,71,2,d,d
D5R40,66,71,3,d,d
D5R40,67,56,1,c,d
D5R40,67,56,2,d,d
D5R40,67,56,3,d,d
D5R40,67,56,4,d,d
D5R40,67,56,5,d,d
D5R40,67,57,1,d,d
D5R40,67,58,1,c,d
D5R40,67,59,1,c,d
D5R40,67,60,1,c,c
D5R40,67,60,2,c,c
D5R40,67,60,3,c,d
D5R40,67,61,1,c,c
D5R40,67,62,1,c,d
D5R40,67,63,1,c,d
D5R40,67,63,2,d,c
D5R40,67,64,1,c,d
D5R40,67,64,2,d,c
D5R40,67,64,3,d,c
D5R40,67,65,1,c,d
D5R40,67,66,1,c,d
D5R40,67,66,2,d,d
D5R40,67,67,1,c,d
D5R40,67,68,1,c,c
D5R40,67,68,2,c,d
D5R40,67,68,3,d,d
D5R40,67,69,1,c,d
D5R40,67,70,1,c,d
D5R40,67,70,2,d,d
D5R40,67,71,1,c,d
D5R40,67,71,2,d,c
D5R40,67,71,3,d,d
D5R40,68,56,1,d,d
D5R40,68,56,2,d,d
D5R40,68,56,3,d,d
D5R40,68,56,4,d,d
D5R40,68,56,5,d,d
D5R40,68,57,1,d,d
D5R40,68,58,1,d,d
D5R40,68,59,1,d,d
D5R40,68,60,1,d,d
D5R40,68,60,2,d,d
D5R40,68,60,3,d,d
D5R40,68,61,1,d,d
D5R40,68,62,1,d,d
D5R40,68,63,1,d,c
D5R40,68,63,2,d,d
D5R40,68,64,1,d,d
D5R40,68,64,2,d,d
D5R40,68,64,3,d,d
D5R40,68,65,1,d,d
D5R40,68,66,1,d,c
D5R40,68,66,2,d,d
D5R40,68,67,1,d,c
D5R40,68,68,1,d,c
D5R40,68,68,2,d,d
D5R40,68,68,3,d,c
D5R40,68,69,1,d,d
D5R40,68,70,1,d,d
D5R40,68,70,2,d,d
D5R40,68,71,1,d,d
D5R40,68,71,2,d,d
D5R40,68,71,3,d,d
D5R40,69,56,1,d,d
D5R40,69,56,2,d,d
D5R40,69,56,3,d,d
D5R40,69,56,4,d,d
D5R40,69,56,5,d,d
D5R40,69,57,1,d,c
D5R40,69,58,1,d,d
D5R40,69,59,1,d,d
D5R40,69,60,1,d,c
D5R40,69,60,2,d,d
D5R40,69,60,3,d,d
D5R40,69,61,1,d,d
D5R40,69,62,1,d,d
D5R40,69,63,1,d,d
D5R40,69,63,2,d,d
D5R40,69,64,1,d,d
D5R40,69,64,2,d,d
D5R40,69,64,3,d,d
D5R40,69,65,1,d,d
D5R40,69,66,1,d,d
D5R40,69,66,2,d,d
D5R40,69,67,1,d,c
D5R40,69,68,1,c,c
D5R40,69,68,2,d,c
D5R40,69,68,3,d,d
D5R40,69,69,1,d,d
D5R40,69,70,1,d,c
D5R40,69,70,2,d,d
D5R40,69,71,1,d,c
D5R40,69,71,2,d,d
D5R40,69,71,3,d,d
D5R40,70,56,1,d,d
D5R40,70,56,2,d,d
D5R40,70,56,3,d,d
D5R40,70,56,4,d,d
D5R40,70,56,5,d,d
D5R40,70,57,1,d,d
D5R40,70,58,1,d,c
D5R40,70,59,1,d,d
D5R40,70,60,1,d,d
D5R40,70,60,2,d,d
D5R40,70,60,3,d,d
D5R40,70,61,1,d,d
D5R40,70,62,1,d,d
D5R40,70,63,1,d,d
D5R40,70,63,2,d,d
D5R40,70,64,1,d,d
D5R40,70,64,2,d,d
D5R40,70,64,3,d,d
D5R40,70,65,1,d,d
D5R40,70,66,1,d,d
D5R40,70,66,2,d,d
D5R40,70,67,1,d,d
D5R40,70,68,1,d,d
D5R40,70,68,2,d,d
D5R40,70,68,3,d,d
D5R40,70,69,1,d,d
D5R40,70,70,1,d,d
D5R40,70,70,2,d,d
D5R40,70,71,1,d,d
D5R40,70,71,2,d,d
D5R40,70,71,3,d,d
D5R40,71,56,1,d,d
D5R40,71,56,2,d,d
D5R40,71,56,3,d,d
D5R40,71,56,4,d,d
D5R40,71,56,5,d,d
D5R40,71,57,1,d,d
D5R40,71,58,1,d,d
D5R40,71,59,1,d,d
D5R40,71,60,1,d,d
D5R40,71,60,2,d,d
D5R40,71,60,3,d,d
D5R40,71,61,1,d,d
D5R40,71,62,1,d,c
D5R40,71,63,1,d,d
D5R40,71,63,2,d,c
D5R40,71,64,1,d,d
D5R40,71,64,2,d,d
D5R40,71,64,3,d,d
D5R40,71,65,1,d,c
D5R40,71,66,1,d,d
D5R40,71,66,2,d,d
D5R40,71,67,1,d,c
D5R40,71,68,1,d,d
D5R40,71,68,2,d,c
D5R40,71,68,3,d,d
D5R40,71,69,1,d,d
D5R40,71,70,1,d,c
D5R40,71,70,2,d,d
D5R40,71,71,1,d,d
D5R40,71,71,2,d,d
D5R40,71,71,3,d,d
D5R40,72,56,1,d,c
D5R40,72,56,2,c,d
D5R40,72,56,3,d,d
D5R40,72,56,4,d,d
D5R40,72,56,5,d,d
D5R40,72,57,1,d,d
D5R40,72,58,1,d,c
D5R40,72,59,1,d,d
D5R40,72,60,1,d,d
D5R40,72,60,2,d,d
D5R40,72,60,3,d,d
D5R40,72,61,1,d,d
D5R40,72,62,1,d,c
D5R40,72,63,1,d,c
D5R40,72,63,2,c,d
D5R40,72,64,1,d,d
D5R40,72,64,2,d,d
D5R40,72,64,3,d,d
D5R40,72,65,1,d,c
D5R40,72,66,1,d,d
D5R40,72,66,2,d,d
D5R40,72,67,1,d,d
D5R40,72,68,1,d,d
D5R40,72,68,2,d,d
D5R40,72,68,3,d,d
D5R40,72,69,1,d,d
D5R40,72,70,1,d,d
D5R40,72,70,2,d,d
D5R40,72,71,1,d,c
D5R40,72,71,2,c,d
D5R40,72,71,3,d,d
D5R40,73,56,1,d,d
D5R40,73,56,2,d,d
D5R40,73,56,3,d,d
D5R40,73,56,4,d,d
D5R40,73,56,5,d,d
D5R40,73,57,1,d,d
D5R40,73,58,1,d,c
D5R40,73,59,1,d,d
D5R40,73,60,1,d,d
D5R40,73,60,2,d,d
D5R40,73,60,3,d,d
D5R40,73,61,1,d,d
D5R40,73,62,1,d,c
D5R40,73,63,1,d,c
D5R40,73,63,2,d,d
D5R40,73,64,1,d,c
D5R40,73,64,2,d,d
D5R40,73,64,3,d,d
D5R40,73,65,1,d,d
D5R40,73,66,1,c,c
D5R40,73,66,2,c,c
D5R40,73,67,1,c,d
D5R40,73,68,1,d,d
D5R40,73,68,2,d,d
D5R40,73,68,3,d,d
D5R40,73,69,1,c,d
D5R40,73,70,1,d,d
D5R40,73,70,2,d,d
D5R40,73,71,1,d,d
D5R40,73,71,2,d,d
D5R40,73,71,3,d,d
D5R40,74,56,1,c,d
D5R40,74,56,2,d,c
D5R40,74,56,3,d,d
D5R40,74,56,4,d,d
D5R40,74,56,5,d,d
D5R40,74,57,1,c,d
D5R40,74,58,1,c,d
D5R40,74,59,1,c,c
D5R40,74,60,1,c,d
D5R40,74,60,2,d,d
D5R40,74,60,3,d,d
D5R40,74,61,1,c,d
D5R40,74,62,1,c,d
D5R40,74,63,1,c,d
D5R40,74,63,2,d,d
D5R40,74,64,1,c,d
D5R40,74,64,2,d,d
D5R40,74,64,3,d,d
D5R40,74,65,1,d,d
D5R40,74,66,1,d,d
D5R40,74,66,2,d,d
D5R40,74,67,1,c,d
D5R40,74,68,1,c,d
D5R40,74,68,2,d,d
D5R40,74,68,3,c,d
D5R40,74,69,1,c,c
D5R40,74,70,1,c,d
D5R40,74,70,2,d,d
D5R40,74,71,1,c,d
D5R40,74,71,2,d,c
D5R40,74,71,3,d,d
D5R40,75,65,1,d,d
D5R40,75,66,1,d,d
D5R40,75,67,1,d,d
D5R40,75,68,1,d,d
D5R40,75,69,1,d,c
D5R40,75,70,1,d,c
D5R40,75,71,1,d,d
D5R40,75,71,2,d,d
D5R40,75,72,1,d,d
D5R40,75,72,2,d,d
D5R40,75,72,3,d,d
D5R40,76,65,1,d,c
D5R40,76,66,1,d,d
D5R40,76,67,1,c,d
D5R40,76,68,1,c,c
D5R40,76,69,1,c,d
